"Frequency","Amplitude","Phase","","a0 = 0.500000, alpha1 = -1.600000, alpha2 = 0.800000"
"0.000000","0.100000","0.000000"
"0.010101","0.099597","0.000128","","output[index] = input[index] * 0.500000 + input[index-1] * -0.800000 + input[index-1] * 0.400000"
"0.020202","0.098393","0.001038"
"0.030303","0.096395","0.003572","","Zeroes = 0.800000 + -0.400000i, 0.800000 + 0.400000i"
"0.040404","0.093619","0.008703"
"0.050505","0.090091","0.017625"
"0.060606","0.085848","0.031876"
"0.070707","0.080943","0.053526"
"0.080808","0.075456","0.085447"
"0.090909","0.069509","0.131726"
"0.101010","0.063291","0.198222"
"0.111111","0.057100","0.293167"
"0.121212","0.051418","0.427087"
"0.131313","0.046985","0.609782"
"0.141414","0.044798","0.840632"
"0.151515","0.045823","1.095847"
"0.161616","0.050469","1.334586"
"0.171717","0.058415","1.527615"
"0.181818","0.068999","1.670045"
"0.191919","0.081610","1.770463"
"0.202020","0.095807","1.839641"
"0.212121","0.111297","1.886336"
"0.222222","0.127888","1.916836"
"0.232323","0.145446","1.935499"
"0.242424","0.163877","1.945342"
"0.252525","0.183111","1.948484"
"0.262626","0.203092","1.946434"
"0.272727","0.223774","1.940291"
"0.282828","0.245115","1.930871"
"0.292929","0.267081","1.918787"
"0.303030","0.289639","1.904511"
"0.313131","0.312757","1.888410"
"0.323232","0.336406","1.870773"
"0.333333","0.360555","1.851831"
"0.343434","0.385177","1.831772"
"0.353535","0.410244","1.810749"
"0.363636","0.435727","1.788887"
"0.373737","0.461598","1.766290"
"0.383838","0.487830","1.743048"
"0.393939","0.514394","1.719234"
"0.404040","0.541262","1.694912"
"0.414141","0.568405","1.670136"
"0.424242","0.595796","1.644952"
"0.434343","0.623406","1.619401"
"0.444444","0.651206","1.593518"
"0.454545","0.679168","1.567335"
"0.464646","0.707263","1.540877"
"0.474747","0.735462","1.514170"
"0.484848","0.763737","1.487234"
"0.494949","0.792057","1.460088"
"0.505050","0.820395","1.432749"
"0.515152","0.848722","1.405232"
"0.525253","0.877009","1.377552"
"0.535354","0.905227","1.349719"
"0.545455","0.933347","1.321746"
"0.555556","0.961341","1.293642"
"0.565657","0.989181","1.265417"
"0.575758","1.016838","1.237079"
"0.585859","1.044284","1.208635"
"0.595960","1.071492","1.180093"
"0.606061","1.098434","1.151459"
"0.616162","1.125082","1.122739"
"0.626263","1.151411","1.093938"
"0.636364","1.177393","1.065062"
"0.646465","1.203001","1.036115"
"0.656566","1.228211","1.007102"
"0.666667","1.252996","0.978026"
"0.676768","1.277332","0.948892"
"0.686869","1.301194","0.919702"
"0.696970","1.324558","0.890461"
"0.707071","1.347401","0.861171"
"0.717172","1.369698","0.831835"
"0.727273","1.391429","0.802456"
"0.737374","1.412570","0.773037"
"0.747475","1.433101","0.743580"
"0.757576","1.453000","0.714087"
"0.767677","1.472249","0.684560"
"0.777778","1.490826","0.655002"
"0.787879","1.508715","0.625414"
"0.797980","1.525896","0.595799"
"0.808081","1.542352","0.566158"
"0.818182","1.558067","0.536492"
"0.828283","1.573024","0.506804"
"0.838384","1.587209","0.477095"
"0.848485","1.600608","0.447367"
"0.858586","1.613207","0.417620"
"0.868687","1.624992","0.387857"
"0.878788","1.635953","0.358079"
"0.888889","1.646079","0.328286"
"0.898990","1.655358","0.298481"
"0.909091","1.663782","0.268665"
"0.919192","1.671343","0.238839"
"0.929293","1.678031","0.209003"
"0.939394","1.683842","0.179160"
"0.949495","1.688769","0.149310"
"0.959596","1.692807","0.119455"
"0.969697","1.695951","0.089595"
"0.979798","1.698200","0.059732"
"0.989899","1.699550","0.029866"
"1.000000","1.700000","-0.000000"
